Description,Price,Review,Rating,Url
ASUS Vivobook 15 Touch Core i3 11th Gen ,38990,50,4.3,https://www.flipkart.com//asus-vivobook-15-touch-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ez311ws-thin-light-laptop/p/itm9280b4ca3969f?pid=COMGEFDUVGNNCZVU&lid=LSTCOMGEFDUVGNNCZVUM0H7GM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&iid=9fadefde-753b-4101-8315-8f9fb5c46827.COMGEFDUVGNNCZVU.SEARCH&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
MSI Core i9 12th Gen ,124990,9,4.4,https://www.flipkart.com//msi-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-pulse-gl66-12uek-898in-gaming-laptop/p/itme75f133bf4841?pid=COMGGZ23QXZZVECG&lid=LSTCOMGGZ23QXZZVECGQKCCNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&iid=9fadefde-753b-4101-8315-8f9fb5c46827.COMGGZ23QXZZVECG.SEARCH&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U ,36900,79,4.2,https://www.flipkart.com//lenovo-ideapad-1-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-15ada7-thin-light-laptop/p/itm3d18297fc081a?pid=COMGFM5BYHQPXCRZ&lid=LSTCOMGFM5BYHQPXCRZHYWG3P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&iid=en_z%2BdkiFEQAQtiJ4ucWxVKjcMSH5H5h6xVl4wf9rS3YvwJYp1uD68aljJZ7AeSLOJZy9TaYVpceElUeckthy8UYw%3D%3D&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
HP Pavilion Ryzen 5 Hexa Core 5625U ,52999,24,4.3,https://www.flipkart.com//hp-pavilion-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-14-ec1003au-thin-light-laptop/p/itm1a257206fe320?pid=COMGCGSTVVGKQTVA&lid=LSTCOMGCGSTVVGKQTVAJVF572&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&iid=9fadefde-753b-4101-8315-8f9fb5c46827.COMGCGSTVVGKQTVA.SEARCH&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,37990,40,4.2,https://www.flipkart.com//asus-vivobook-14-2022-ryzen-5-quad-core-amd-r5-3500u-8-gb-512-gb-ssd-windows-11-home-m415da-eb712ws-thin-light-laptop/p/itm291ea229a80a6?pid=COMGCG2GZKRCJUBZ&lid=LSTCOMGCG2GZKRCJUBZ1XPKVP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&iid=9fadefde-753b-4101-8315-8f9fb5c46827.COMGCG2GZKRCJUBZ.SEARCH&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7,59990,122,4.5,https://www.flipkart.com//asus-vivobook-pro-15-ryzen-7-octa-core-amd-r7-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-m6500ih-hn701ws-creator-laptop/p/itm817ed9fab3f5d?pid=COMGG3S9Y9PWSRZS&lid=LSTCOMGG3S9Y9PWSRZS16LXOD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&iid=9fadefde-753b-4101-8315-8f9fb5c46827.COMGG3S9Y9PWSRZS.SEARCH&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
Lenovo IdeaPad Ryzen 5 Hexa Core 5600H ,49990,,,https://www.flipkart.com//lenovo-ideapad-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itm5b976fec95d0c?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&iid=en_z%2BdkiFEQAQtiJ4ucWxVKjcMSH5H5h6xVl4wf9rS3YvxD0kI4PogemVZQ4nM79wI%2FmwNcgRpn5LKJ6fatQDnxIA%3D%3D&ssid=j3gb01i3b40000001679028789710&qH=312f91285e048e09
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen ,38990,49,4.3,https://www.flipkart.com//asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k413ea-eb303ws-thin-light-laptop/p/itmed47dfaab19e0?pid=COMGCXD8CU7RQXEE&lid=LSTCOMGCXD8CU7RQXEE27WDFJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGCXD8CU7RQXEE.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
ASUS Vivobook 15 Touch Core i5 11th Gen ,49990,17,4.3,https://www.flipkart.com//asus-vivobook-15-touch-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ez501ws-thin-light-laptop/p/itm26c5a90e36562?pid=COMGEFDUTSJZGPRS&lid=LSTCOMGEFDUTSJZGPRSMJ1UDU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGEFDUTSJZGPRS.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5,68990,2,4.5,https://www.flipkart.com//lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ach6-laptop/p/itme0771e1bca2f6?pid=COMGEMAYHVZFF6CZ&lid=LSTCOMGEMAYHVZFF6CZQQJRU4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGEMAYHVZFF6CZ.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo IdeaPad Core i5 11th Gen ,55990,236,4.3,https://www.flipkart.com//lenovo-ideapad-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ihu6-gaming-laptop/p/itmd97b199a502f3?pid=COMGHRH8ZQHBGZ22&lid=LSTCOMGHRH8ZQHBGZ22IEYKYV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXAT4S5xhOk8Z%2BGi2L4bhIDW3yrrP78xAqRzEQuXfSWZag%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen ,33890,25,4.2,https://www.flipkart.com//lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itmfeceb3575a35f?pid=COMGHA9RPMRF2BAR&lid=LSTCOMGHA9RPMRF2BARF6GSIV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGHA9RPMRF2BAR.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo Athlon Dual Core ,18990,5,3.6,https://www.flipkart.com//lenovo-athlon-dual-core-4-gb-256-gb-ssd-dos-e41-55-45-2-laptop/p/itm3a9379e2f6ee9?pid=COMGHYAS6GRKGANP&lid=LSTCOMGHYAS6GRKGANPOVKX3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGHYAS6GRKGANP.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
APPLE 2020 Macbook Air M1 ,86990,823,4.7,https://www.flipkart.com//apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMFXEKMGNHZYFH9.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen ,68990,1,3.7,https://www.flipkart.com//lenovo-ideapad-slim-5-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15ial7-thin-light-laptop/p/itm69522ab63975c?pid=COMGGR9SQP6QHU64&lid=LSTCOMGGR9SQP6QHU64BBTKEZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXCSfp3HFF%2FBwfu7nRtzqA6%2Fv8d%2FiRAVMUh7Ksm2OucvJQ%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Pavilion Intel Core i5 12th Gen ,66999,29,4.4,https://www.flipkart.com//hp-pavilion-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmf2da8088aa614?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGEG3ZNYZDAYVJ.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U ,99990,,,https://www.flipkart.com//asus-zenbook-14-oled-2023-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-um3402ya-km741ws-thin-light-laptop/p/itma63292b944d68?pid=COMGMGXFVZFJZNF2&lid=LSTCOMGMGXFVZFJZNF2LRWWGK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGMGXFVZFJZNF2.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
DELL Core i5 12th Gen ,57990,5,4.1,https://www.flipkart.com//dell-core-i5-12th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itm148ac85e4b92b?pid=COMGKAVGAGWWHZ2Y&lid=LSTCOMGKAVGAGWWHZ2YTPN3MS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGKAVGAGWWHZ2Y.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Ryzen 9 Octa Core 6900HX ,155390,,,https://www.flipkart.com//hp-ryzen-9-octa-core-6900hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-amd-radeon-rx-6650m-16-n0051ax-gaming-laptop/p/itmbfdda5dfb7861?pid=COMGHGYYUFPUPPZZ&lid=LSTCOMGHGYYUFPUPPZZHA8LMI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXBso36A7IrU2LCmbz4wO%2F7TNT0huGA5b67zosduBljfAQ%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
APPLE 2022 MacBook AIR M2 ,131990,,,https://www.flipkart.com//apple-2022-macbook-air-m2-16-gb-256-gb-ssd-mac-os-monterey-z160000z4/p/itm4d37c39459870?pid=COMGHJEAGYZZYGUJ&lid=LSTCOMGHJEAGYZZYGUJ30YN7X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGHJEAGYZZYGUJ.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Intel Core i5 11th Gen ,53990,11,4.4,https://www.flipkart.com//hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGHN4MYVNWWQHG.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
APPLE 2022 MacBook Pro M2 ,121990,3,4.6,https://www.flipkart.com//apple-2022-macbook-pro-m2-8-gb-256-gb-ssd-mac-os-monterey-mneh3hn-a/p/itmaea892f7dd66e?pid=COMGFB2GHCBHUDTZ&lid=LSTCOMGFB2GHCBHUDTZMVC2QE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_3_63&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGFB2GHCBHUDTZ.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo IdeaPad Gaming Core i5 11th Gen ,53990,236,4.3,https://www.flipkart.com//lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXC4zbes%2BXvMdpcYR%2BE%2FdK1nHTOLdmeCbECGAe0%2FAYXFRA%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
MSI Crosshair 15 Core i7 12th Gen ,107990,1,4.7,https://www.flipkart.com//msi-crosshair-15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-897in-gaming-laptop/p/itmd196e45647125?pid=COMGGZ23YABHSNDH&lid=LSTCOMGGZ23YABHSNDHKUD5XA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGGZ23YABHSNDH.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Ryzen 7 Octa Core 5700U ,60990,1,4.3,https://www.flipkart.com//hp-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-14s-fy1005au-thin-light-laptop/p/itm77442b0d00185?pid=COMGG3S9SZMBSGBY&lid=LSTCOMGG3S9SZMBSGBYMF5RIT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGG3S9SZMBSGBY.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Core i3 11th Gen ,35990,,,https://www.flipkart.com//hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-250-g8-laptop/p/itm100464ffeca40?pid=COMGNFVDJQZEVH6X&lid=LSTCOMGNFVDJQZEVH6XB4OIZZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGNFVDJQZEVH6X.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen ,37200,2,3.9,https://www.flipkart.com//lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHGZMO4D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXDBTUd70Rz9x7sTHgcgjKkB3%2Bg4yrTf34QHPRu0o0DLJg%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
HP Pavilion Ryzen 5 Hexa Core 5625U ,72536,20,4.5,https://www.flipkart.com//hp-pavilion-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-14-ec1019au-thin-light-laptop/p/itm4ec1b61477716?pid=COMGDSFCWQY5EFZB&lid=LSTCOMGDSFCWQY5EFZBEOC5LA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGDSFCWQY5EFZB.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
acer Aspire 7 Core i5 12th Gen ,57990,361,4.3,https://www.flipkart.com//acer-aspire-7-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-a715-51g-a715-51g-527c-gaming-laptop/p/itmec022c5e29e05?pid=COMGF33NW6RSYXWJ&lid=LSTCOMGF33NW6RSYXWJPGBHAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGF33NW6RSYXWJ.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H ,79990,69,4.5,https://www.flipkart.com//msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_71&otracker=search&iid=d26d23e8-9809-407d-926b-fa0e5f5a1341.COMGGZ234HN7DARE.SEARCH&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
Lenovo IdeaPad Slim 5 Ryzen 7 Hexa Core 5700U ,65990,2,4.8,https://www.flipkart.com//lenovo-ideapad-slim-5-ryzen-7-hexa-core-5700u-16-gb-512-gb-ssd-windows-11-home-82ln00jsin-thin-light-laptop/p/itm874c63bc212a2?pid=COMGJ3KRJXZ7ADVA&lid=LSTCOMGJ3KRJXZ7ADVANJVM1Y&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=search&iid=en_zSsFTlZRDJS5qfIkPLpUcPzKU2u5n3hbtYh7neoAjXDlW3bO%2FFU6rPnSi0%2FSIKH%2FV74%2BfHGISs3fq8CR%2B7B8aA%3D%3D&ssid=be73slk8ao0000001679028791293&qH=312f91285e048e09
MSI GP66 Leopard Core i7 11th Gen ,129990,27,4.6,https://www.flipkart.com//msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-11ug-693in-gaming-laptop/p/itmfcd34d91873d9?pid=COMGEY8WF6HDUVSF&lid=LSTCOMGEY8WF6HDUVSFIE9BYK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGEY8WF6HDUVSF.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS Zenbook S 13 OLED Ryzen 5 Hexa Core 6600U ,99990,2,4.9,https://www.flipkart.com//asus-zenbook-s-13-oled-ryzen-5-hexa-core-6600u-16-gb-512-gb-ssd-windows-11-home-um5302ta-lx501ws-thin-light-laptop/p/itma0602894a9bed?pid=COMGF3324VCUJTUF&lid=LSTCOMGF3324VCUJTUF4ORQKL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGF3324VCUJTUF.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,29990,,,https://www.flipkart.com//infinix-inbook-y1-plus-intel-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl28-thin-light-laptop/p/itma467922442d47?pid=COMGMM3HYU32ZHDH&lid=LSTCOMGMM3HYU32ZHDHYH8G6S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGMM3HYU32ZHDH.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,62990,8,4.4,https://www.flipkart.com//lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0BxjrUToeSzHqyC5sHZn43%2BM%2B9DINUXMdC5ZUot7kTExQ%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen ,65990,1,4.7,https://www.flipkart.com//asus-vivobook-15-oled-2022-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1505za-l1511ws-thin-light-laptop/p/itm7987af78c94cc?pid=COMGHPPSYJ6FDVGG&lid=LSTCOMGHPPSYJ6FDVGGP1LBNJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGHPPSYJ6FDVGG.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,88990,1,4.6,https://www.flipkart.com//asus-tuf-gaming-a17-2022-90whr-battery-ryzen-7-octa-core-amd-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa777rc-hx027ws-laptop/p/itm72adb0e8ecc29?pid=COMGGYY3ZW8QAXZF&lid=LSTCOMGGYY3ZW8QAXZFUMHRUS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGGYY3ZW8QAXZF.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Lenovo IdeaPad 3 Core i5 11th Gen ,50990,21,4.2,https://www.flipkart.com//lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm10f8ac508106e?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGGR9SBTFZCNDU.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H ,60490,122,4.5,https://www.flipkart.com//lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15arh05-laptop/p/itm5bebf27dba264?pid=COMG36BSYCJQMNSW&lid=LSTCOMG36BSYCJQMNSWZFTKI7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0DHbDdEjHTm%2Fwq24oD7IJ5S5qoeldei2EGLiAoL3OIriA%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen ,80990,12,4,https://www.flipkart.com//asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km702ws-thin-light-laptop/p/itmd1086591ca87c?pid=COMGCG2GCTYUYF4N&lid=LSTCOMGCG2GCTYUYF4NFRNNAW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGCG2GCTYUYF4N.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP Pavilion Intel Core i7 12th Gen ,90990,2,4.2,https://www.flipkart.com//hp-pavilion-intel-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-15-eg2039tu-thin-light-laptop/p/itm0af25f45db1c3?pid=COMGDTTDMGMYVNBK&lid=LSTCOMGDTTDMGMYVNBKBLFOTU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGDTTDMGMYVNBK.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
MSI Katana GF66 Core i5 12th Gen ,74990,5,4.6,https://www.flipkart.com//msi-katana-gf66-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-12ud-472in-gaming-laptop/p/itm0f7beb23c3a47?pid=COMGEY8WAEQYU5ZP&lid=LSTCOMGEY8WAEQYU5ZPXVBGRT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGEY8WAEQYU5ZP.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP OMEN Ryzen 7 Octa Core AMD R7,118990,1,4,https://www.flipkart.com//hp-omen-ryzen-7-octa-core-amd-r7-5800h-16-gb-1-tb-ssd-windows-11-home-amd-radeon-rx-6600m-16-c0140ax-gaming-laptop/p/itme4e3070b0d22d?pid=COMGBHZBXBVHCZZR&lid=LSTCOMGBHZBXBVHCZZRETSTHG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0Drzm8k6kT0meNLXJcxLnWtRX%2FZ7%2FB489vDv6Ih%2B%2FnBEg%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
